Symbol,Spot Price,Strike Price,Volatility,Interest Rate,Time to Maturity (Days),Option Type,Expiry Date
USD/JPY,1.1099533451673238,1.0635949786505974,0.10593842538510811,0.047812073509579264,273,Put,2026-02-03
AUD/USD,1.1500541550636312,1.2513694655175525,0.20553100695967264,0.03836177635409222,16,Put,2025-05-22
USD/JPY,1.1191298930557312,1.2113472835703596,0.2471177025090835,0.020855014679975692,340,Call,2026-04-11
AUD/USD,1.2183967760383574,1.2508857377492655,0.14728387729068013,0.0368789727529604,309,Call,2026-03-11
USD/JPY,1.2373598139001456,1.1936697239947267,0.13404256261541822,0.036141419946515194,131,Call,2025-09-14
GBP/USD,1.186378916355112,1.1705586808326305,0.17525114565568942,0.03692116311357723,242,Put,2026-01-03
USD/JPY,1.1131735448260671,1.0838903305568368,0.21891245221600766,0.04064237707968967,267,Put,2026-01-28
GBP/USD,1.1228983758725526,1.2372565245174234,0.06147765202423801,0.013591510379824607,92,Put,2025-08-06
USD/CHF,1.095348781710313,1.0523513462083842,0.1288438095609715,0.044339890777163715,333,Put,2026-04-04
USD/CHF,1.242057968125444,1.1642274467505234,0.18172257370766853,0.03774332785962079,330,Put,2026-04-01
USD/CHF,1.185096480997204,1.262059484905049,0.12196418004705796,0.017404463517317392,221,Call,2025-12-13
USD/CHF,1.2435758384770021,1.0862311220069594,0.2031410409228602,0.04914648919395552,348,Call,2026-04-19
USD/JPY,1.1815976730381827,1.2976856691146168,0.22965284773368969,0.012874406003092975,111,Put,2025-08-25
GBP/USD,1.2450917223036406,1.0634783531394478,0.24086782735674436,0.01850106602917208,21,Put,2025-05-27
AUD/USD,1.0608374699832452,1.2356909850887394,0.23510238224840152,0.022017698866506764,226,Call,2025-12-18
EUR/USD,1.117410230478777,1.079789307674363,0.0687507600293199,0.029647875203930436,101,Put,2025-08-15
USD/CHF,1.1341052197538775,1.137142221689391,0.13853391657160527,0.028139635796789082,247,Call,2026-01-08
USD/JPY,1.1594492003323882,1.1385381823159542,0.1258206603902667,0.0002918478777071576,43,Call,2025-06-18
AUD/USD,1.0828699930959864,1.1564534987940593,0.19809217797626566,0.042263600094678784,58,Call,2025-07-03
EUR/USD,1.1570944813040553,1.1348386801114985,0.24548144227875132,0.04103538870109283,66,Put,2025-07-11
USD/CHF,1.0505978296554346,1.1833908029421023,0.24765868732651103,0.04388742122437056,250,Call,2026-01-11
GBP/USD,1.1935104169004822,1.2587282113465346,0.1904113545997016,0.007670146251565358,204,Put,2025-11-26
USD/JPY,1.0734192458752265,1.0968791942925145,0.22193705469814182,0.0035040354575435364,210,Call,2025-12-02
GBP/USD,1.2267846857558238,1.1663568967434492,0.16553606510205968,0.01693184216459918,267,Call,2026-01-28
USD/CHF,1.0725742112753982,1.2286347944990976,0.23894986937318988,0.046012760393668924,163,Call,2025-10-16
USD/CHF,1.122243403294073,1.1260096650687106,0.22118762293347388,0.04604089482182827,153,Put,2025-10-06
AUD/USD,1.0907653383662512,1.0580945637262988,0.09239238376805357,0.035359466534013693,164,Put,2025-10-17
AUD/USD,1.248804337779447,1.1666838302198113,0.07127970810798899,0.020382392115646405,278,Call,2026-02-08
AUD/USD,1.1352787635880335,1.2397208129379518,0.22137865861220113,0.047845363584204714,160,Call,2025-10-13
EUR/USD,1.2052200240194928,1.12753447992813,0.07894676469283024,0.01700420620502564,359,Put,2026-04-30
USD/JPY,1.0773630247437136,1.2669068131635897,0.1278074020172306,0.030758360619995012,6,Call,2025-05-12
GBP/USD,1.077513311607165,1.249764696032206,0.11844738948366207,0.00188254150640097,154,Put,2025-10-07
AUD/USD,1.2168147562913032,1.09994755968361,0.19873025691301707,0.03641118625113741,148,Call,2025-10-01
AUD/USD,1.241719482400827,1.2873521746621692,0.1395804515062497,0.03743939659607137,17,Call,2025-05-23
USD/CHF,1.1085923481872522,1.2677526316758694,0.2332387285228581,0.045906737992547686,150,Call,2025-10-03
AUD/USD,1.1626403255695847,1.0930216869098934,0.05769113183384316,0.04569132688378218,327,Put,2026-03-29
USD/JPY,1.0789255904601072,1.2112313407885171,0.21240180806230308,0.03798110100959433,254,Put,2026-01-15
USD/CHF,1.054612645716926,1.1564926612454938,0.08883552315900536,0.0057680377823864926,302,Put,2026-03-04
EUR/USD,1.1659264984359126,1.1886411668521362,0.07242227473445643,0.0010895484346078565,3,Put,2025-05-09
USD/JPY,1.136962080227244,1.0784323126957973,0.1855934563040957,0.0015369324800605267,38,Call,2025-06-13
AUD/USD,1.094946294710899,1.131913776579911,0.06581171295707902,0.018968869618154756,283,Put,2026-02-13
EUR/USD,1.1429135383027138,1.058394165246605,0.1236746333615254,0.015207702113405198,231,Call,2025-12-23
EUR/USD,1.0571001148002583,1.206599044344744,0.07549489517014762,0.009983514714042407,237,Call,2025-12-29
USD/JPY,1.1879961324923742,1.0558008984939138,0.24489414315166846,0.00460829501508655,306,Put,2026-03-08
USD/CHF,1.1247637093093725,1.1155696042544632,0.23039389254837103,0.02793037946599383,313,Call,2026-03-15
EUR/USD,1.1811851833841718,1.2921084691800933,0.13196416148133575,0.01631242606936083,189,Call,2025-11-11
EUR/USD,1.1731714267064448,1.0854775217738537,0.16750126832024367,0.004185707957302914,157,Put,2025-10-10
USD/CHF,1.1115678039959371,1.1383336979682837,0.24019702540905882,0.015447723054487633,93,Call,2025-08-07
USD/CHF,1.2100715023384416,1.0620511533853239,0.07834226931788385,0.0068844425155512095,84,Call,2025-07-29
EUR/USD,1.1707592445944106,1.1143046435403174,0.11810165716867438,0.04352271075430869,171,Put,2025-10-24
GBP/USD,1.1179633370527573,1.2683634463231692,0.20842969868328945,0.042339463809837136,145,Call,2025-09-28
AUD/USD,1.1168366792978726,1.1909265231428343,0.0681175986431769,0.010392235536955747,235,Call,2025-12-27
EUR/USD,1.0649357817976501,1.065678781444623,0.23487298021019457,0.03919682079984629,130,Put,2025-09-13
USD/JPY,1.1868703051994596,1.1442857072753216,0.23351667286782907,0.02596672119395742,84,Put,2025-07-29
GBP/USD,1.225249897837296,1.1512420900833455,0.18530149041231625,0.04277654312458952,157,Put,2025-10-10
EUR/USD,1.248621506247964,1.179964884157494,0.2197927107997954,0.012581586941461931,52,Call,2025-06-27
GBP/USD,1.1422380327124486,1.2989373179750276,0.09311222761773424,0.045496036542929635,322,Call,2026-03-24
USD/CHF,1.1139767408846604,1.0555430882649395,0.23839402151043637,0.04298908406685492,46,Put,2025-06-21
USD/JPY,1.212978444190495,1.2409376440119,0.0680324247300182,0.04691145659112589,349,Call,2026-04-20
USD/JPY,1.1204969454024412,1.2070469538604303,0.2268755132170641,0.02597688591030291,6,Call,2025-05-12
AUD/USD,1.1111944574831902,1.0716860062473763,0.1827086946089041,0.04605230642868082,16,Call,2025-05-22
GBP/USD,1.0825028496478495,1.0969111674303376,0.1184697097926575,0.0424599165048055,139,Call,2025-09-22
GBP/USD,1.1336561647663626,1.2409679608620576,0.0547136022012652,0.040684739611110625,80,Put,2025-07-25
GBP/USD,1.11033480543884,1.1241780341881278,0.12140822995330498,0.03271625536407203,13,Put,2025-05-19
GBP/USD,1.1770105720426864,1.1004328906658396,0.1679379914564455,0.002187096417251472,130,Put,2025-09-13
EUR/USD,1.1449154094430951,1.2142797671818235,0.1910640499585022,0.035780188157947014,219,Call,2025-12-11
AUD/USD,1.0944775616749323,1.2371141639705614,0.08598498517957015,0.04835655219956526,326,Put,2026-03-28
USD/JPY,1.1424976920280887,1.0655317026663418,0.10302808778537087,0.02425230139460451,144,Call,2025-09-27
GBP/USD,1.2160180232783646,1.2075211451870902,0.18704818081883956,0.007622687930579086,154,Call,2025-10-07
USD/JPY,1.0951519662697284,1.1828773949408131,0.24634242875882484,0.0021763621667155175,294,Call,2026-02-24
USD/CHF,1.1028867161498852,1.1225062445406313,0.21106000870361263,0.041598862071904996,204,Put,2025-11-26
USD/CHF,1.067485406280137,1.2924029942163564,0.1695926116270523,0.01841754005640984,23,Put,2025-05-29
USD/JPY,1.2102783476504961,1.2935712635763705,0.2143089643295553,0.02514639314878613,120,Call,2025-09-03
EUR/USD,1.2087305758589988,1.2354080824271712,0.23903061652331464,0.03619380866331882,65,Put,2025-07-10
USD/JPY,1.209818593019293,1.1048812516143705,0.15395608498248223,0.044711679547034436,115,Call,2025-08-29
USD/JPY,1.2216123729882125,1.2673066717279828,0.24012549804987224,0.028231785918586712,38,Call,2025-06-13
AUD/USD,1.0973889792838731,1.1302914468806347,0.14452887180136995,0.043226152984044613,309,Call,2026-03-11
USD/JPY,1.2170264752960187,1.1277295217473873,0.11853770837382166,0.028937894217115484,246,Put,2026-01-07
EUR/USD,1.204539985809751,1.2593750465423224,0.2327523986216477,0.03770667343414882,9,Call,2025-05-15
AUD/USD,1.1016004864634252,1.09440885582693,0.12081980460462714,0.005812339255090987,43,Call,2025-06-18
USD/CHF,1.127600304232774,1.2757157053335941,0.16931102243734497,0.026591764051082392,82,Call,2025-07-27
AUD/USD,1.1650348156486008,1.199118016839415,0.09153488779726156,0.021681147804802344,47,Call,2025-06-22
GBP/USD,1.1102941973169784,1.1452261699373008,0.12152367148402539,0.027571309777612962,359,Put,2026-04-30
USD/JPY,1.160495658539053,1.123985613582652,0.06152028974189486,0.030131080040334154,273,Put,2026-02-03
AUD/USD,1.1368033210920827,1.1218961195696235,0.12071088636283321,0.04807016580585103,31,Put,2025-06-06
GBP/USD,1.0717622116203618,1.1545147466858248,0.1691527076629106,0.023758980584011158,110,Call,2025-08-24
AUD/USD,1.2449779497505478,1.1383078851356336,0.15393317648515234,0.046411781840645816,146,Call,2025-09-29
USD/JPY,1.0528099189925255,1.1879659079138154,0.05648541953923705,0.0072160986360492235,229,Put,2025-12-21
USD/CHF,1.142739267084254,1.0969849605803499,0.0566658060006267,0.005478045494831097,217,Put,2025-12-09
EUR/USD,1.0512060356769588,1.1221593437591901,0.24917766987496018,0.049098877433196256,206,Call,2025-11-28
EUR/USD,1.063636638824792,1.2948697154940385,0.1884148703811385,0.04606634212805285,361,Call,2026-05-02
USD/CHF,1.1835289285355144,1.248692064504459,0.09359655312618864,0.019497280594566457,142,Put,2025-09-25
AUD/USD,1.1734466991884909,1.0705584023281949,0.19786272469125116,0.03192214866439615,267,Call,2026-01-28
USD/JPY,1.143779306530418,1.1530136069232721,0.05169757198625782,0.026112153038804577,57,Call,2025-07-02
USD/CHF,1.1687983107836817,1.0503863837407537,0.14586864233845961,0.028796950815771046,270,Put,2026-01-31
USD/JPY,1.092615561355871,1.2339193249909588,0.24609794066219992,0.03061165967751017,240,Call,2026-01-01
USD/JPY,1.1021604867328079,1.2654831109839166,0.2385694383191944,0.04767151494040735,75,Call,2025-07-20
EUR/USD,1.229548251685185,1.2564818178876962,0.12771044862234449,0.03375764661724256,43,Call,2025-06-18
EUR/USD,1.2124943434202275,1.1960983750339222,0.10596899291003359,0.021278142208695772,34,Put,2025-06-09
USD/CHF,1.1827279743662311,1.0514218980713717,0.23723335544536384,0.04588226856418137,72,Call,2025-07-17
USD/JPY,1.2161871239635134,1.1939289386135727,0.19736909871020725,0.047308621109151815,38,Call,2025-06-13
GBP/USD,1.1830170712776547,1.0848884232950455,0.23630281777025672,0.015543933793863452,221,Put,2025-12-13
AUD/USD,1.1434839179158693,1.2598559677697998,0.08686545018660785,0.0270876000319336,70,Call,2025-07-15
USD/JPY,1.088088255105626,1.258347854629268,0.23550120012867495,0.04788152232191675,240,Put,2026-01-01
AUD/USD,1.2313957780258111,1.1212317174727229,0.11117813340176796,0.014796120508268158,266,Call,2026-01-27
EUR/USD,1.201358398496208,1.2733823493390655,0.06218201579218474,0.031127509347360516,364,Put,2026-05-05
AUD/USD,1.1577144377464292,1.1974118598716101,0.24414251457317013,0.028787106281938275,290,Call,2026-02-20
USD/CHF,1.1131900420883838,1.1503052372116938,0.13995991033259755,0.035359623516948775,170,Call,2025-10-23
EUR/USD,1.1015947539055706,1.1824088790283027,0.1776238698889376,0.03236183340675877,327,Call,2026-03-29
USD/JPY,1.1977816137698385,1.2078050605426986,0.08651038564889094,0.030417545596435128,219,Call,2025-12-11
GBP/USD,1.1548238660784422,1.1376818271312972,0.13454839935372737,0.024346972862524435,55,Put,2025-06-30
EUR/USD,1.1296659193677419,1.1378809615084278,0.23816536156496054,0.04688164939579686,308,Call,2026-03-10
USD/CHF,1.1475450452906897,1.1356246728543846,0.1449063435708245,0.0428806469305747,252,Put,2026-01-13
USD/JPY,1.0968205220860818,1.103766037195978,0.18255051773358622,0.002875716917632726,127,Put,2025-09-10
GBP/USD,1.2250729569595322,1.079694316111055,0.17910626314093547,0.0313745549744227,243,Put,2026-01-04
USD/JPY,1.2492355748144404,1.1937785560403653,0.19719235923302383,0.012599440935065365,74,Call,2025-07-19
EUR/USD,1.1689024158194163,1.1998805107284511,0.11701813664442991,0.010830444557570852,271,Call,2026-02-01
GBP/USD,1.0766443021528203,1.262349713166023,0.06517203953350141,0.040691448742177665,242,Call,2026-01-03
GBP/USD,1.1544987563758067,1.273127853795824,0.21859092665720203,0.042527308410980465,113,Put,2025-08-27
USD/JPY,1.1138225330337534,1.052334223130054,0.24604535486983012,0.04564526286330013,88,Put,2025-08-02
USD/JPY,1.0604817309231613,1.2562954701794347,0.14915340062194557,0.0031018555890751755,227,Call,2025-12-19
AUD/USD,1.099972086856854,1.1968113225742563,0.11025446958136627,0.0031875816336518316,282,Call,2026-02-12
AUD/USD,1.208796780103646,1.0546323007625005,0.08211316945506582,0.007437970053822529,288,Put,2026-02-18
EUR/USD,1.101739356186146,1.121085162829736,0.12465207957396074,0.017680235426434356,144,Call,2025-09-27
USD/CHF,1.2432213015968627,1.1094339751832965,0.18109300326465871,0.043652056075551386,122,Put,2025-09-05
USD/CHF,1.063839442350554,1.2803633346860215,0.0693413937867147,0.04769485979416005,65,Call,2025-07-10
GBP/USD,1.1889287348270128,1.053509111707671,0.1976325081537009,0.010631525984554652,9,Put,2025-05-15
AUD/USD,1.1602844043385119,1.2749558181443559,0.21892052407842852,0.04824907521843244,99,Call,2025-08-13
USD/JPY,1.061890350513059,1.2699262048939497,0.19959576765699713,0.022356554067292218,140,Put,2025-09-23
AUD/USD,1.2417653778904527,1.2057127771379537,0.07863044726151405,0.012477831462150035,219,Call,2025-12-11
USD/CHF,1.0556458334257783,1.257154682799352,0.06238742857787225,0.029253359195762243,223,Call,2025-12-15
USD/CHF,1.1048779964137807,1.0901013484046107,0.16495033442986703,0.04691544468709652,183,Call,2025-11-05
AUD/USD,1.0763181540137197,1.0538657151339719,0.23172109867617985,0.020794413443070398,125,Call,2025-09-08
EUR/USD,1.2171137145389719,1.1544663722684059,0.05106248649546095,0.04709142645180982,246,Put,2026-01-07
USD/JPY,1.2136903718429173,1.2095821613137103,0.24127421380010305,0.02437750384859454,167,Put,2025-10-20
GBP/USD,1.1589218196660513,1.2329923074359623,0.12985612042818756,0.024696126076877357,99,Call,2025-08-13
GBP/USD,1.2230331757780784,1.1949534925733776,0.23003829637209797,0.045974962285506286,142,Call,2025-09-25
EUR/USD,1.2390298306787204,1.0545254620368647,0.1540315821890457,0.0092000522841386,229,Call,2025-12-21
AUD/USD,1.192578248790734,1.2585313212739326,0.05813275608663529,0.04846373882021384,195,Call,2025-11-17
GBP/USD,1.0554981710379576,1.184430014844487,0.07135295697524534,0.035410202938445316,224,Call,2025-12-16
AUD/USD,1.1618243923240656,1.2278672761251248,0.1612339513682241,0.030753964849336027,273,Call,2026-02-03
GBP/USD,1.1147050069317663,1.2087233177820023,0.21997228900276689,0.023480982645986977,250,Put,2026-01-11
GBP/USD,1.0804524373577613,1.1266498769886197,0.16670998335502196,0.02917665828741335,323,Put,2026-03-25
USD/CHF,1.218604891837973,1.2887256081418625,0.17400055637785464,0.0005921598206048651,224,Call,2025-12-16
EUR/USD,1.0706892141709807,1.2918338614758618,0.19300096962595928,0.0007597041106854219,157,Call,2025-10-10
USD/CHF,1.0536434668923687,1.1087641907212158,0.14389259124932172,0.004767738002128114,333,Put,2026-04-04
GBP/USD,1.228165407994397,1.257966060871286,0.09384326362121936,0.04629104948096246,78,Call,2025-07-23
AUD/USD,1.213763437357378,1.2322715554844421,0.15577470221038403,0.002684603008083947,89,Call,2025-08-03
AUD/USD,1.170217983821362,1.2417683087911517,0.12479612016559305,0.012033193884033283,310,Put,2026-03-12
AUD/USD,1.1154302407101586,1.1236683455186742,0.21231944594939284,0.025224843157050394,198,Call,2025-11-20
GBP/USD,1.2040976722624566,1.2698563943436205,0.11777217174213722,0.03127156244846615,213,Call,2025-12-05
GBP/USD,1.2281312041273698,1.2769506911773292,0.14392819454130767,0.02597645292145505,29,Call,2025-06-04
USD/CHF,1.0875701475349027,1.0928150444256182,0.23178648046328001,0.04126479078029541,159,Call,2025-10-12
USD/JPY,1.2194666475655513,1.0578559307563105,0.05301163879743625,0.03027088786621615,150,Put,2025-10-03
AUD/USD,1.2082159489280724,1.2119771375475343,0.17318317722347557,0.02055337654925561,206,Put,2025-11-28
USD/CHF,1.217208674349939,1.152748127647625,0.06780511967455609,0.005147738833858812,160,Put,2025-10-13
EUR/USD,1.1238702396268043,1.0946345905181751,0.0768921153433807,0.0011393708399493553,36,Call,2025-06-11
EUR/USD,1.1510903995787258,1.233587730325471,0.18354858580105604,0.023347883603998216,19,Put,2025-05-25
GBP/USD,1.1971075633940624,1.204370841861597,0.06890549997945972,0.04511079086282939,180,Put,2025-11-02
GBP/USD,1.1769477376374848,1.152225925095161,0.08479344045316402,0.04035373724943479,220,Put,2025-12-12
AUD/USD,1.2408296105707521,1.173484026831993,0.16162519998021763,0.004172762715383638,344,Put,2026-04-15
AUD/USD,1.2202963864612386,1.1399834705249785,0.21875558502268766,0.01614129271439871,155,Put,2025-10-08
AUD/USD,1.2455724868740576,1.2856595823801948,0.08388615778711637,0.029200875241237673,101,Put,2025-08-15
AUD/USD,1.2392254375003167,1.1181559384151776,0.05225206745656135,0.01766936908767743,30,Put,2025-06-05
USD/CHF,1.178185996084915,1.2152795346350562,0.0698471073943528,0.03104798047405012,57,Call,2025-07-02
AUD/USD,1.1401978174316916,1.1098273014662403,0.24499798349486504,0.02346984431173479,78,Put,2025-07-23
AUD/USD,1.1788850414978236,1.2522202347440077,0.18519163493952473,0.022693474268133614,203,Call,2025-11-25
USD/JPY,1.1282275213180468,1.1032757492758436,0.07211027160998994,0.03983506854878304,108,Put,2025-08-22
AUD/USD,1.1891188277067364,1.0876432405873493,0.2399648955486509,0.007557172845919758,316,Put,2026-03-18
USD/JPY,1.2014299166561508,1.151650876303478,0.15298035565996843,0.030196093874625823,225,Call,2025-12-17
USD/JPY,1.106237644944801,1.2359603753932604,0.11456109084140208,0.01654516078820489,240,Call,2026-01-01
EUR/USD,1.117492290410349,1.091338031049569,0.22612605278398548,0.003981994466350547,94,Put,2025-08-08
AUD/USD,1.2471993301188058,1.0528326551156655,0.18425156052632669,0.03417518150082915,231,Call,2025-12-23
USD/CHF,1.08949966734151,1.28772524452907,0.12045980848562246,0.0013942064437863723,247,Put,2026-01-08
AUD/USD,1.1593065574625498,1.2085425514253574,0.09308969566461332,0.03158459398629634,291,Call,2026-02-21
EUR/USD,1.0525637111501729,1.0877214220101936,0.11204206996856712,0.008141950125643739,218,Call,2025-12-10
USD/JPY,1.0627286389624908,1.281248950677844,0.06860806330200024,0.004416891410289836,43,Call,2025-06-18
GBP/USD,1.1091114408836145,1.2157180239791632,0.21905639274015298,0.03979468025107705,343,Call,2026-04-14
EUR/USD,1.2259578764858603,1.2480750056198924,0.12718236310169115,0.0051147801446652826,334,Call,2026-04-05
USD/CHF,1.1656289709396186,1.0854709733163945,0.08722358756726728,0.04397764048086722,73,Call,2025-07-18
USD/JPY,1.0957017539478877,1.1784561470483812,0.2095198641948793,0.015066787165789231,30,Call,2025-06-05
GBP/USD,1.171515214091236,1.176962133949829,0.15641597205530053,0.013742102788588801,364,Put,2026-05-05
USD/JPY,1.1431171227300443,1.1133591331435393,0.21854790894975598,0.035515675963344755,11,Put,2025-05-17
EUR/USD,1.1593096151268178,1.0616511386231506,0.17410804155266577,0.038151127932276055,276,Call,2026-02-06
EUR/USD,1.1482445596658326,1.2310479676145476,0.12474519090724293,0.036026611440831795,297,Put,2026-02-27
USD/JPY,1.1260348034726992,1.1554562462362097,0.16947303281572748,0.04503094308952047,39,Put,2025-06-14
GBP/USD,1.2229532085905772,1.0759835582079214,0.09822508626262788,0.006024816014492201,167,Call,2025-10-20
USD/JPY,1.2237460089993506,1.0993918025772056,0.05148881356379018,0.006918371604800838,291,Put,2026-02-21
USD/CHF,1.1375407112768332,1.2653954196834265,0.24874226610779146,0.021285994389484128,50,Put,2025-06-25
GBP/USD,1.0813282550723846,1.2333797062865088,0.10072691627090134,0.044604129307261785,105,Call,2025-08-19
USD/JPY,1.238581878605157,1.0572296092554574,0.0898363379098876,0.01630040643192458,339,Call,2026-04-10
GBP/USD,1.1694161871604192,1.153017502714265,0.1972292645470478,0.033179714209340364,335,Call,2026-04-06
GBP/USD,1.2190683718913902,1.2140906049630469,0.16256455719865692,0.0020912763352563314,289,Put,2026-02-19
USD/JPY,1.151226790726199,1.1922493181533231,0.22774229660040524,0.03380198882085878,325,Put,2026-03-27
EUR/USD,1.2491234808928042,1.0625686749342336,0.08939727892683616,0.047725431085498454,273,Call,2026-02-03
USD/CHF,1.2154050091531297,1.2695234589767828,0.19350643620973998,0.043935986425028765,8,Call,2025-05-14
USD/CHF,1.2376973687833337,1.2365216961828733,0.09115630402678568,0.026294297465071132,27,Call,2025-06-02
AUD/USD,1.1885413682807742,1.1428892720717718,0.1313196149564082,0.002932135261182817,291,Call,2026-02-21
GBP/USD,1.2184661445943188,1.2934278929327467,0.09658044350682778,0.019287200755469015,308,Call,2026-03-10
AUD/USD,1.0762632732233013,1.1049868646589072,0.11470263778235777,0.04668474379533037,336,Call,2026-04-07
GBP/USD,1.056930130560765,1.2297674182203684,0.06003831316625668,0.03147092694465495,266,Put,2026-01-27
USD/CHF,1.0923477499932417,1.0768357002615363,0.12803995032591423,0.020192008759170745,175,Put,2025-10-28
USD/CHF,1.0960453346801557,1.0618226607184929,0.12705447703607375,0.0021164723568288138,309,Call,2026-03-11
USD/CHF,1.201128524986773,1.0802802784627508,0.05724135307864642,0.011245025102440492,154,Call,2025-10-07
EUR/USD,1.2472477839449256,1.0713491274343199,0.10340303339075103,0.016001223895277247,352,Call,2026-04-23
USD/JPY,1.2039538459197798,1.164987829147114,0.051647717995676606,0.008273976874021717,50,Call,2025-06-25
EUR/USD,1.2132249626389817,1.154719440616654,0.11740538553886855,0.020815756691094034,173,Call,2025-10-26
AUD/USD,1.176257232311763,1.2216655681126498,0.24258903593047104,0.03546123893161889,346,Call,2026-04-17
USD/CHF,1.1561908076944092,1.1642854966105936,0.14261582201535164,0.03632727688193359,319,Call,2026-03-21
AUD/USD,1.2118408583854559,1.06149104011672,0.07082539154271804,0.013277182632305352,207,Call,2025-11-29
AUD/USD,1.2288210408020837,1.1334590108193985,0.24344177171556347,0.04059013702704495,210,Put,2025-12-02
GBP/USD,1.1615287847524691,1.0579746072027758,0.24003436412554216,0.020908718039674836,147,Call,2025-09-30
USD/CHF,1.2280029626867428,1.1424715569476804,0.11310587294364212,0.002638567911622475,257,Put,2026-01-18
USD/JPY,1.2360640572462063,1.2020795250606646,0.08739651096211037,0.022363591912068048,279,Call,2026-02-09
GBP/USD,1.1894153944352857,1.1782653802317629,0.056101351636632615,0.008391763380143408,236,Call,2025-12-28
EUR/USD,1.1563520117257815,1.0819203488720373,0.16009267337151156,0.03123229104808313,358,Call,2026-04-29
AUD/USD,1.1968166096374535,1.1775850730052086,0.08256506198260326,0.028935677240664384,109,Call,2025-08-23
GBP/USD,1.1042621106199368,1.2662528303541545,0.09315959548524187,0.01497864358240455,2,Put,2025-05-08
GBP/USD,1.066503754209238,1.2779535562044082,0.06659571492260796,0.027435714867054296,58,Call,2025-07-03
USD/CHF,1.2123088713645696,1.0680017362202658,0.05527676808002109,0.03207277202654545,253,Put,2026-01-14
EUR/USD,1.2412245700801354,1.2256672533690327,0.08622418837237236,0.043491431552297934,217,Put,2025-12-09
USD/CHF,1.1767123905503303,1.29841067525635,0.1845120188023884,0.047712206211803276,234,Put,2025-12-26
GBP/USD,1.1335902257964021,1.1497553325015417,0.1861098033194986,0.04013999432164419,145,Call,2025-09-28
GBP/USD,1.1625593463866828,1.0961822450017256,0.07993489365976683,0.01660603213340166,279,Call,2026-02-09
GBP/USD,1.1367558080084061,1.1579965360222801,0.10388527625447153,0.021467989051698,329,Put,2026-03-31
AUD/USD,1.2236598513671189,1.2968487173320193,0.12976802421618996,0.024919148796761544,275,Call,2026-02-05
USD/CHF,1.1557657328495188,1.1788005607089513,0.1845399943436289,0.026576537344673065,322,Call,2026-03-24
GBP/USD,1.0798250412228536,1.241719783257158,0.154640141398902,0.026219455561433985,6,Call,2025-05-12
EUR/USD,1.0976353095806717,1.2683183694607012,0.13803670986428204,0.04874697486898355,317,Call,2026-03-19
USD/CHF,1.1040330256859747,1.1686447880142437,0.08002341370487809,0.013533169332071904,245,Put,2026-01-06
EUR/USD,1.1032773935245448,1.2658739300422008,0.14288933688991665,0.038217970671882755,98,Call,2025-08-12
GBP/USD,1.156951574685856,1.2609593644098471,0.07479027235413782,0.012696393404754354,276,Call,2026-02-06
GBP/USD,1.1905159231189322,1.2201895877018263,0.17569977494923258,0.0004506944244329403,171,Put,2025-10-24
USD/JPY,1.0725129492675125,1.0752999154654443,0.09020122123573326,0.029550150404269976,245,Call,2026-01-06
GBP/USD,1.1232710761855016,1.0542454832612627,0.22575101710095752,0.01943654476214539,136,Put,2025-09-19
EUR/USD,1.21705272457488,1.2046183200729397,0.1104405231158562,0.009637027514923947,40,Call,2025-06-15
EUR/USD,1.1690731558907037,1.0714709782574983,0.10114872288595554,0.023584822307708343,158,Put,2025-10-11
USD/CHF,1.1689211144169416,1.2068116029691818,0.12330840760265199,0.04855381381833476,285,Call,2026-02-15
USD/JPY,1.1682738300810607,1.0975329932287023,0.2135918431713167,0.04372712705148633,42,Call,2025-06-17
AUD/USD,1.0617656324596922,1.111221121690211,0.06104670206123777,0.004179086305182006,65,Call,2025-07-10
GBP/USD,1.1832434070590503,1.0892981811428766,0.23196192296389917,0.038220613076820065,248,Put,2026-01-09
GBP/USD,1.1617263743787003,1.1913650352046146,0.17353592068393486,0.009693531233855891,177,Put,2025-10-30
EUR/USD,1.1144719335495084,1.1403552926241156,0.0764755874807943,0.011586643533488672,127,Call,2025-09-10
USD/CHF,1.1818475893007514,1.2391393567126685,0.11896863413772114,0.008176345876648816,209,Put,2025-12-01
GBP/USD,1.061295015352363,1.1078618949533772,0.09051951412201764,0.03896639293030319,46,Put,2025-06-21
GBP/USD,1.068104978394984,1.2400818482686693,0.14175641155308946,0.047939793489448636,224,Call,2025-12-16
USD/CHF,1.1195703122870313,1.1690442280085342,0.21586824096270119,0.005694057777874784,337,Call,2026-04-08
GBP/USD,1.1856733919591018,1.1509769556073528,0.16424959585558827,0.021356435740492154,88,Put,2025-08-02
AUD/USD,1.2427703990159025,1.2523189668001522,0.09887955153662296,0.017728667742102504,185,Put,2025-11-07
GBP/USD,1.1435636944483012,1.2469176852977608,0.19401077531371638,0.017413853711231924,32,Call,2025-06-07
USD/CHF,1.1632454292253134,1.2946974130323323,0.1934901744253913,0.03755200969542254,239,Call,2025-12-31
GBP/USD,1.2452895840478535,1.2361231358791471,0.0684499367649947,0.02790548578954066,306,Put,2026-03-08
EUR/USD,1.1006342980061103,1.1386996506508134,0.18827732414415752,0.02376888146128291,359,Call,2026-04-30
AUD/USD,1.1545433869015589,1.1451675983669278,0.2458504268675974,0.04524527159217827,89,Put,2025-08-03
GBP/USD,1.1715480794062265,1.235311320469793,0.13484178277040265,0.013966095523618882,81,Put,2025-07-26
